,time,text,comments,shares,username,likes,love,solidaire,haha
173,2021-03-28 13:10:00.000000,,0,0,Payexpresse.com,10,3,0,0
174,2021-03-27 11:00:00.000000,,0,0,Payexpresse.com,8,2,0,0
175,2021-03-26 16:00:00.000000,Payexpresse vous souhaite une bonne fin de semaine,1,0,Payexpresse.com,10,3,0,0
176,2021-03-26 13:49:00.000000,"La Journée de la Femme digitale lance son premier accélérateur africain à Libreville
La capitale gabonaise Libreville a été le théâtre d’une inauguration le 23 mars 2021. Elle a concerné le tout premierPlus accélérateur de croissance de la Journée de la Femme digitale (JFD) en Afrique. Dédié à l’entrepreneuriat au féminin, il ouvrira l’accès à des opportunités de réseautage, des formations et des événements destinés à faciliter aux femmes l’accès aux financements.",2,0,Payexpresse.com,9,2,0,0
177,2021-03-26 11:56:00.000000,"9 pays ont réceptionné les vaccins anti-Covid donnés par MTN

Lors d’une conférence de presse, John Nkengasong, le directeur du CDC Afrique, a fait une annonce. Elle est relative au groupe MTN et à neuf pays quePlus sont le Ghana, la Gambie, le Liberia, la Guinée-Bissau, la Sierra Leone, le Nigeria, le Sénégal, Maurice et le Togo. Ceux-ci ont reçu un total de 723 000 doses de vaccin anti-Covid de la part de l’opérateur télécom.

#MTN #gambie #nigeria #senegal #togo #Libéria #ghana #SierraLeone #GuinéeBissau #CDC #Afrique #vaccination",0,0,Payexpresse.com,9,1,0,0
178,2021-03-26 09:45:00.000000,"Janine Kacou Diagou (Côte d’Ivoire. Directrice Générale, NSIA)
Diriger la plus grande compagnie d’assurances d’Afrique francophone ne lui suffit pas. En novembre 2017, elle a été nommée présidente des anciennesPlus filiales ouest-africaines de la nigériane Diamond Bank, rachetée par NSIA. La fille du fondateur déclare avoir été habituée à être dans l’ombre de son père, mais ne souhaite pas être définie comme fille de. Il y a quelques semaines, Jeune Afrique Business+ révélait le partenariat de NSIA avec Orange pour créer une banque digitale.",0,1,Payexpresse.com,8,2,0,0
179,2021-03-25 15:59:00.000000,,0,0,Payexpresse.com,7,2,0,0
180,2021-03-25 11:21:00.000000,"Anta Babacar Ngom (Sénégal. Directrice générale, Sedima)
La dirigeante de 33 ans, formée en France et au Canada, mène vers de nouveaux sommets l’entreprise familiale, présente dans la volaille et l’immobilier,Plus qu’elle a rejoints, en 2009 et qu’elle dirige depuis janvier 2016. Cette même année, Sedima a investi 29 millions de dollars dans deux nouvelles unités industrielles (une minoterie et un abattoir). Présente au Mali, en Guinée équatoriale et au Congo, Sedima se voit leader en Afrique de l’Ouest d’ici à quelques années",0,2,Payexpresse.com,11,3,0,0
181,2021-03-25 09:41:00.000000,,1,0,Payexpresse.com,11,1,0,0
182,2021-03-24 13:30:00.000000,"Orange Mali obtient la certification Top Employer pour la huitième année consécutive
Depuis le début de l’année 2021, plusieurs entreprises reçoivent la certification « Top Employer ». Décernée par le TopPlus Employers Institute, elle a pour but de reconnaître l’engagement des lauréates à mettre sur pied un environnement et des conditions de travail d’excellence. La filiale d’Orange au Mali fait partie de ces sociétés distinguées.

Dans un communiqué, Orange Mali a rappelé que l’humain est au cœur de ses actions « et qu’offrir une expérience salariée humaine incomparable fait partie de ses valeurs fondamentales. » Dans le secteur des télécommunications, la certification a aussi été accordée à Huawei, dans plusieurs pays du continent.",0,0,Payexpresse.com,9,1,0,0
183,2021-03-24 10:28:00.000000,"Intégrez Payexpresse, une solution de paiement en ligne simple d'utilisation et très sécurisée",0,0,Payexpresse.com,12,0,0,0
184,2021-03-23 15:19:00.000000,"Ngozi Okonjo-Iweala, la femme d’affaire nigériane
Ngozi Okonjo-Iweala est l’actuelle ministre de l’Economie et des Finances du Nigéria. Ancienne directrice générale de la Banque mondiale, elle s’est engagéePlus dans la croisade contre la pauvreté et la corruption dans son pays, peuplé de près de 120 millions de personnes, avec une série de réformes pour assainir les finances publiques. Son objectif a toujours été de : « Faire en sorte que les revenus du pétrole soient bien investis dans le développement des infrastructures, de l’éducation et de la santé. » Pour ce faire, elle a réduit les subventions au secteur pétrolifère, mis en place un système antifraude pour traquer les fonctionnaires véreux et a exigé un rapport de comptes sur les dépenses du gouvernement. Un vrai exemple de bonne gouvernance.",1,0,Payexpresse.com,8,2,0,0
185,2021-03-23 11:15:00.000000,"Nouveau rapport des Nations Unies sur l’e-commerce africain
La Commission économique pour l’Afrique (CEA) des Nations Unies a récemment publié un rapport. Il concerne l’e-commerce et l’impact que le Covid-19 aPlus eu sur le secteur en Afrique. La CEA révèle que le secteur dans son ensemble, et l’économie numérique ont considérablement augmenté tout au long de la décennie se terminant en 2019.
Ils ont indiqué que la croissance du secteur a été rendue possible par l’amélioration des taux de pénétration d’Internet, la réduction des coûts d’Internet et croissance de la téléphonie mobile. De quoi poser des fondations solides qui seront encore plus renforcées par les développements du capital-risque et du financement, des paiements en ligne et de la logistique.",1,0,Payexpresse.com,9,0,0,0
186,2021-03-23 10:11:00.000000,Préparez votre esprit à recevoir ce que la vie a de mieux à offrir,0,0,Payexpresse.com,10,1,1,0
187,2021-03-22 17:43:00.000000,"#Cameroun - #Decouverte
Une usine transforme des motos de 3 places en celles de 8 places

Au Cameroun, des jeunes techniciens, achètent des motos flambant neuves, les dépiecent jusqu'à leurs simples définitionsPlus pour en faire des unes encore plus longues à même de transporter au moins huit personnes. Incroyable mais pourtant vrai.
Source : Cherif Ndiaye",1,0,Payexpresse.com,10,0,0,0
188,2021-03-22 16:12:00.000000,"L'Afrique consomme 4% du chocolat mondial mais elle produit plus de 80% du cacao.
Source : Edith Brou",0,0,Payexpresse.com,8,0,0,0
189,2021-03-22 15:37:00.000000,"Un nouvel accélérateur de startups va les aider à tirer parti du droit pour leur développement
L’Africa Startup Law Accelerator a lancé un appel à candidatures aux jeunes pousses africaines. Ce nouveauPlus programme est basé sur l’utilisation de la loi et de toutes les dispositions juridiques pour aider les startups technologiques du continent à évoluer. Il a été conçu par The Lawyers Hub en partenariat avec HYBR South Africa, GoDo Hub Nigeria et Tech Build Africa.
L’initiative prétend être la première du genre en Afrique. Elle soutiendra et favorisera la croissance des startups en combinant stratégiquement les besoins d’accélération des startups en stratégie et développement commercial avec une formation sur une stratégie juridique pour la croissance des startups, la préparation des investisseurs et la durabilité #fintech #startup #Afrique",0,0,Payexpresse.com,9,1,0,0
190,2021-03-22 13:20:00.000000,"Bineta Diop,l’arme de la paix du Sénégal
Le magazine Time en 2011 la classe parmi les 100 personnalités les plus influentes dans le monde. Bineta Diop s’est surtout engagée auprès des femmes et particulièrement celles qui ont à souffrir de la guerre. Fondatrice de l’ONG Femmes Africa solidarité (FAS), sa préoccupation est d’intégrer les femmes dans les processus de paix et la résolution des conflits. C’est ce qu’elle a fait au Burundi et en République démocratique du Congo, mais aussi dans toutes les zones sensibles (Darfour, Sierra-Leone, Rwanda, Tchad, Soudan). En 2004, elle a usé de toute son influence pour amener les chefs d’Etat de l’Union africaine (UA) à appliquer le principe de parité (PDF) dans l’élection des cinq commissaires femmes sur les dix que compte l’organisation: «Ce sont les femmes qui subissent la violence des conflits et ce sont elles qui reconstruisent et qui font le travail de réconciliation. C’est pour cela que les femmes doivent faire entendre leurs voix lors des négociations.»Tel est le message qu’elle porte dans toutes les instances décisionnelles dont elle ouvre les portes
#femmes #afrique #portrait #influentes #senegal #BintaDiop",1,2,Payexpresse.com,8,3,0,0
191,2021-03-22 13:17:00.000000,"#Twitter a 15 ans
« Je crée mon compte Twttr » : il y a 15 ans, par ce message un peu banal, Jack Dorsey, le patron de Twitter, publiait le premier gazoullis du réseau social.

Ce court texte, rédigé le 21 marsPlus 2006, signait les débuts de la plateforme utilisée quotidiennement par plus de 190 millions d'internautes, prisée des têtes dirigeantes politiques et économiques ainsi que des journalistes.

En 15 ans, Twitter est devenu un acteur incontournable des réseaux sociaux, non sans quelques polémiques.",0,0,Payexpresse.com,8,1,0,0
192,2021-03-22 09:52:00.000000,"#Payexpresse vous souhaite un bon début de semaine
#mondayquote #mondaymotivaton",0,0,Payexpresse.com,11,2,0,0
193,2021-03-21 13:11:00.000000,"Jeux olympiques de Tokyo : les spectateurs étrangers interdits

WESTInfos
21 mars, 12:42 ·

Jeux olympiques de Tokyo : Les spectateurs étrangers interdits
Il n’y aura pas de spectateurs venant de l’étranger aux Jeux olympiques (JO) de Tokyo cet été en raison des risques sanitaires importants, ont annoncé samedi 20 mars les responsables olympiques et les autorités japonaises. Alors que les JO, prévus en 2020, avaient été reportés à cet été, certaines questions liées à l’organisation restaient en suspens.Les étrangers hors jeux

Les principales parties prenantes comité d’organisation, gouvernement japonais, ville de Tokyo et comités internationaux olympique et paralympique se sont réunies samedi en ligne pour décider du sort des spectateurs étrangers. “Afin de clarifier la situation pour les détenteurs de billets vivant à l’étranger et de leur permettre d’ajuster leurs plans de voyage à ce stade, les parties côté japonais sont arrivées à la conclusion [que les spectateurs] ne pourront pas entrer au Japon au moment des Jeux” , selon un communiqué précisant que les instances internationales olympiques acceptaient cette décision. Une autre décision devrait être prise en avril, voire plus tard, sur la jauge des sites olympiques pour le public résidant au Japon.

” Notre première priorité a été, est et reste la sécurité de tous les participants aux Jeux olympiques et du peuple japonais », avait déclaré en préambule de la réunion Thomas Bach, président du Comité international olympique (CIO), ajoutant : « Nous devons prendre des décisions qui peuvent nécessiter des sacrifices de la part de chacun. “

Une interdiction historique

Depuis début mars, les médias nippons annonçaient que le gouvernement japonais avait déjà opté pour l’interdiction des spectateurs de l’étranger, en raison notamment de l’inquiétude de la population japonaise face au Covid-19 et à ses variants.

Cette interdiction constitue une première historique. “ Ce n’est jamais arrivé que des spectateurs étrangers soient interdits d’entrer dans le pays hôte au moment des Jeux, même pendant la grippe espagnole lors des Jeux olympiques d’Anvers en 1920 “, relève Jean-Loup Chappelet, professeur émérite à l’université de Lausanne (Suisse) et spécialiste des JO.

Vaccination pas obligatoire pour les participants

Plusieurs mesures contre le Covid-19 ont déjà été élaborées pour garantir la sécurité des Jeux de Tokyo. La vaccination des participants ne sera pas obligatoire mais le CIO l’encourage vivement. Il a même annoncé la semaine dernière qu’il allait acheter des vaccins à la Chine, une décision qui a surpris les organisateurs japonais. Les jeux feront surtout la part belle à la télévision, dont les droits de retransmission sont cruciaux pour les finances du CIO.

Une population inquiète

L’été dernier, les organisateurs voulaient encore faire de ces JO une célébration de « la victoire de l’humanité sur le virus ». Mais leur discours a radicalement changé ces dernières semaines en insistant désormais sur ” l’anxiété ” des Japonais et ” la priorité ” à accorder à leur sécurité.

Le Japon, qui a maîtrisé mieux que d’autres la crise sanitaire, a néanmoins connu une vive recrudescence des infections entre novembre et fin janvier, ce qui l’a conduit à réimposer temporairement l’état d’urgence dans une grande partie du pays, y compris dans le Grand Tokyo.

Le gouvernement nippon a lancé en février un programme de vaccination, qui ne concerne jusqu’ici que le personnel soignant. La majeure partie de la population du pays ne devrait pas être vaccinée d’ici les JO (23 juillet-8 août).

Depuis plusieurs mois, l’opinion publique japonaise est très majoritairement hostile à la tenue des Jeux cet été, préférant un nouveau report ou une annulation pure et simple. Et un sondage publié le 8 mars par le quotidien Yomiuri révélait que seuls 18 % des Japonais étaient favorables à une autorisation de spectateurs venant de l’étranger pour les Jeux.",0,0,Payexpresse.com,10,0,0,0
194,2021-03-19 15:15:00.000000,Ne t’entoure pas de personnes qui te rabaissent et suis ton instinct,1,0,Payexpresse.com,12,2,0,0
195,2021-03-19 11:46:00.000000,"Angélique Kidjo, une star africaine internationale
Depuis le début de sa carrière internationale dans années 80 en France, la chanteuse béninoise Angélique Kidjo a été primée une trentaine de fois, dont deuxPlus aux célèbres Grammy Awards pour « meilleur album des musiques du monde ». Née au Bénin en 1960, Angélique Kidjo se fait remarquer par la diversité de ses influences musicales et l’originalité de ses clips. La BBC l’inclut dans sa liste des 50 icônes du continent africain, et pour le magazine Time, elle est n’est ni plus moins que « la Première diva africaine ». Le Guardian complète le tableau en la faisant figurer dans son classement des 100 femmes les plus influentes du monde.
#AngéliqueKidjo #benin #afrique #talents #femmes #musique",0,1,Payexpresse.com,8,3,0,0
196,2021-03-18 15:52:00.000000,"Payexpresse, une solution de paiement en ligne simple d’utilisation, fiable et sécurisée",0,0,Payexpresse.com,23,1,0,0
197,2021-03-18 14:32:00.000000,,0,0,Payexpresse.com,17,3,0,0
198,2021-03-18 13:30:00.000000,"Commission sur les applications: après Apple, Google réduit ses tarifs pour « 99% des développeurs »

Le géant américain Google a annoncé mardi qu’il allait réduire de moitié les commissions prélevées auprès desPlus développeurs d’applications de sa boutique en ligne jusqu’au premier million de dollars dégagé, imitant une décision similaire prise par son rival Apple en fin d’année dernière. « À compter du 1er juillet 2021, nous réduisons à 15% la commission que Google Play reçoit lorsqu’un développeur vend des biens ou des services numériques pour le premier million de dollars de revenus que tout développeur gagne chaque année », a écrit Sameer Samat, vice-président de la gestion de produits chez Google. « Avec ce changement, 99% des développeurs dans le monde (…) vont voir leur commission divisée par deux. »",0,0,Payexpresse.com,12,0,0,0
199,2021-03-17 22:16:00.000000,,0,2,Payexpresse.com,36,1,0,0
200,2021-03-17 15:50:00.000000,#Payexpresse #orange#OrangeMoney #senegal#Mali #guinee,0,0,Payexpresse.com,80,2,0,0
201,2021-03-16 22:31:00.000000,"Je m'appelle Armony, j'ai 26 ans. Je suis la créatrice des Bijoux Métissés (mesBM) et la fondatrice de l'entreprise qui y est rattachée. De ma passion pour les boucles d’oreilles, plusieurs briques se sont assemblées pour donner naissance à ""mes Bijoux Métissés"" en 2020.

Mon goût pour la customisation, pour le bricolage, pour les bijoux d'inspiration africaine, pour apporter de l'aide aux femmes en manque de confiance en soi et enfin mon voyage au Burkina Faso (terre de mes origines) : voilà les principaux ingrédients qui se sont mélangés !

Ma créativité s'est alors exprimée dans mon petit studio d'Île-de-France avec un petit budget et quelques outils. Comme quoi tout est possible ! Depuis, je continue sans cesse à me former sur de nouvelles techniques, de nouveaux assemblages de matières auxquels j'associe vos envies et mes inspirations pour vous satisfaire pleinement !

L'idée de départ est d’assumer mon propre métissage (Burkina Faso/France) et exprimer ma féminité dans ces bijoux, puis de faire découvrir d'autres métissages. Je veux que chaque femme s'approprie son métissage et l'exprime à sa manière en toute élégance et raffinement. Eh oui, selon moi on a tous un métissage, que ce soit par nos parents ou juste par le style ...

Alors viens visiter l'univers de mes Bijoux Métissés !! Le style d'harmony ... Des boucles d’oreilles aux inspirations africaines pour sublimer la belle femme que tu es ! Entre modernité et traditions, leur créativité vont t'interpeler à coup sûr par leur audace et leur gaieté !!

Mon souhait pour toi est que ces bijoux révèlent d'abord ta beauté intérieure, celle cachée, celle du cœur ... C’est qu'en portant ces bijoux tu aies confiance en toi, en ta valeur et en ton potentiel ...

Mon souhait pour toi est qu'au travers de ces bijoux tu puisses aussi assumer tes origines et la culture d'où tu viens tout en délicatesse et sans gêne ; ou que tu puisses tout simplement assumer tes choix en terme de style !

La collection de boucles d'oreilles que je te propose ici se nomme FAADO.

Cela signifie ""Héritage"" en moré (ou mòoré) ; langue de l'ethnie Mossi. Il s'agit de la langue la plus parlée au Burkina Faso. Cela veut dire aussi : ""la part d'héritage envoyée par le chef"" (traduction anglaise). C'est à travers cet héritage paternel que m'est venue la vision de @mes_bm : mes BIJOUX MÉTISSÉS !

La collection FAADO représente le début d'un merveilleux chemin à parcourir ! Un chemin qui débute au Burkina Faso (litt. ""Pays des hommes intègres"")... mais qui s'étend également dans toute l'Afrique !
La collection FAADO vous emmènera en voyage assurément !

Source : Entreprenariat",0,0,Payexpresse.com,12,3,0,0
202,2021-03-16 18:54:00.000000,#Payexpresse et #PayPal,4,0,Payexpresse.com,54,2,0,0
203,2021-03-16 16:15:00.000000,"Montres connectées : un médecin à portée de main

Capables de mesurer la fibrillation auriculaire ou encore l’oxygène dans le sang, l’Apple Watch Series 6 et la ScanWatch du français Withings jouent les médecinsPlus 2.0.

Deux montres, l'américaine Apple Watch Series 6 et la ScanWatch du français Withings mesurent la fibrillation auriculaire, trouble du rythme cardiaque qui augmente le risque d'AVC, ou encore l'oxygène dans le sang. Les deux proposent de mieux gérer votre sommeil comme de suivre vos efforts sportifs. Laquelle choisir ?",0,0,Payexpresse.com,10,3,0,0
204,2021-03-16 15:30:00.000000,"Molotov revendique 100 000 abonnés au Sénégal et en Côte d’Ivoire
Molotov est une startup technologique française, spécialisée dans le streaming et concurrente de Netflix. En plus de son marché domestique, ellePlus est présente en Côte d’Ivoire depuis décembre 2020 et au Sénégal de puis janvier dernier. Dans ces deux pays, la jeune pousse a déjà réussi à séduire 100 000 consommateurs.

Elle a renforcé son attractivité sur ses marchés en nouant plusieurs partenariats stratégiques locaux. Au Sénégal par exemple, dans le cadre de son lancement, Molotov a conclu un accord pour ajouter les programmes des chaînes généralistes RTS 1 et RTS 2 à sa plateforme. Plusieurs nouveaux contenus exclusifs ont été intégrés comme « Made in Sénégal ». C’est un documentaire sur Sadio Mané, la star de football très populaire au pays de la Teranga #molotov #startup #senegal #cotedivoire #",0,0,Payexpresse.com,12,0,0,0
205,2021-03-16 13:30:00.000000,"Né en 1955 à Dakar,issu d’une grande famille de griots sénégalaise, c’est au sein de l’Orchestra Baobab que Thione Seck fait ses armes, encore très jeune. Aux côtés de Youssou N’dour, Ismaël Lo, Baaba Maal, ilPlus a été un formidable ambassadeur de la musique sénégalaise. Il est l’une des icônes de la modernisation du folklore sénégalais et des grands musiciens griotiques de notre époque. Il a su tracer son chemin dans le monde de la musique et sa mort représente une perte immense pour notre pays et pour l’Afrique tout entière. «. C’est tout le secteur de la culture qui est endeuillé aujourd’hui »En guise d’héritage, outre ses nombreux albums et morceaux inoubliables, il laisse un héritier : son fils, Wally Ballago Seck, pour reprendre le flambeau.

Tout l'équipe de #Payexpresse présente ses sincéres condoléances à toute sa famille",0,0,Payexpresse.com,11,1,4,0
206,2021-03-15 15:47:00.000000,"Bravo Demba Gueye !

INSTANTSAFRICAINS.COM
Demba Gueye, le serial-entrepreneur sénégalais qui voit la vie en rose - Instants africains, l'Afrique par ceux qui la façonnent

Demba Gueye
15 mars, 12:15 ·

Je suis très touché par ce portrait fait par ma très chère sœur Edith Brou 🥺 #kebetu",0,0,Payexpresse.com,18,1,0,0
207,2021-03-15 14:36:00.000000,"Le bitcoin dépasse la barre des 60 000 dollars pour la première fois

C'est une première dans l'histoire du bitcoin, qui ne cesse actuellement de repousser ses records. La cryptomonnaie a franchi samedi 13 marsPlus le seuil symbolique des 60 000 dollars, atteignant ainsi 60 197 dollars à 12 h 34 GMT. Sur les trois derniers mois, elle a ainsi triplé de valeur : elle n'en valait encore seulement 20 000 à la mi-décembre. Ces derniers jours, « le bitcoin a grimpé, car les investisseurs s'attendent à l'arrivée imminente des chèques » prévus pour les consommateurs dans le plan de relance américain, expliquait vendredi dans une note l'analyste Neil Wilson, de Markets.com.",0,1,Payexpresse.com,9,0,0,0
208,2021-03-14 15:47:00.000000,"Invention du World Wide Web (www) par Tim Berners-Lee
Le 13 mars 1989, le chercheur britannique Tim Berners-Lee présente officiellement le concept de World Wide Web.

Tim Berners-Lee est chercheur au CERN (Conseil européen pour la recherche nucléaire) de Genève. C’est lui qui a l’idée, dans les années 80, de développer un système de partage d’informations destiné à la recherche scientifique : le World Wide Web (toile d’araignée mondiale). Il s’agit d’un réseau de pages, reliées entre elles par des liens hypertextes. « Vague, mais prometteur », réagit le supérieur de Berners Lee, Mike Sendall.

Dates-clés :

13 mars 1989 : lancement du projet par Tim Berners Lee au CERN.
1990 : Tim Berners-Lee et le chercheur belge Robert Cailliau développent trois outils fondamentaux :
HTML (Hypertext Markup Language), qui permet la mise en forme des documents numériques,
HTTP (Hypertext Tranfer Protocol), un protocole de communication des pages hypertextes
URL (Uniform Resource Locator), un système d’adresses des pages sur le réseau
20 décembre 1990 : mise en ligne du Premier Site Web De L’histoire.
6 août 1991 : Ouverture Du World Wide Web au reste du monde.
30 avril 1993 : le CERN met à disposition le code source du World Wide Web, qui devient un logiciel libre.
Fin 1993 : on compte plus de 500 serveurs Web…
Contrairement à une confusion fréquente, le Web est une application distincte du réseau Internet lui-même",0,0,Payexpresse.com,9,1,0,0
209,2021-03-14 09:35:00.000000,Bon dimanche,0,0,Payexpresse.com,9,3,0,0
210,2021-03-12 11:08:00.000000,"Bill Gates déclare que le bitcoin est mauvais pour la planète :
« C'est plus d'électricité par transaction que toute autre méthode connue de l'humanité, ce n'est pas une bonne chose pour le climat »

Plus L’entreprise Tesla d’Elon Musk acceptera le bitcoin comme moyen de paiement dans un proche avenir. L’annonce de l’entreprise fait suite à un achat de l’équivalent de 1,5 milliard de dollars de jetons de la cryptomonnaie. Pure spéculation ou tactique d’Elon Musk pour booster la confiance du public en la cryptomonnaie ? Bill Gates répond qu’il « applaudit tous ceux qui font fortune en s’appuyant sur de tels stratagèmes. » « J’ai pour ma part choisi d’investir dans les vaccins contre la malaria, dans des entreprises qui mettent des produits innovants sur pied. » Cet avis fait suite à celui de Frank Leroy – un hacker écolo qui appelle à la destruction du réseau Bitcoin : « C’est juste un énorme et inutile casino. Le bitcoin est exclusivement utilisé pour la spéculation et de façon marginale pour l’économie réelle. » #billgates #bitcoins #fintech",0,0,Payexpresse.com,9,0,0,0
211,2021-03-11 17:45:00.000000,"La fortune d’Elon Musk s’envole de 25 milliards en une journée, un record
Le patron de Tesla a profité simultanément de l’envol de l’action de l’entreprise et d’une remontée du bitcoin, comme l’explique BFM TV.Plus
La bataille de milliards entre les personnages les plus riches du monde vient de connaître un spectaculaire rebondissement. L'envol du cours de l'action Tesla conjoint à une reprise de celui du bitcoin en début de semaine a permis à Elon Musk d'aller tutoyer la fortune de Jeff Bezos en battant au passage un impressionnant record, selon le classement Bloomberg Billionaires.

Valorisé lundi à 149 milliards de dollars, le patrimoine du patron de Tesla a atteint mardi les 174 milliards de dollars, soit un bond de 25,1 milliards de dollars (21 milliards d'euros), en l'espace de 24 heures. Au même moment, la fortune de Jeff Bezos n'est que légèrement devant, supérieure de 6 « petits » milliards de dollars. #elonmusk #Payexpresse",1,1,Payexpresse.com,12,0,0,0
212,2021-03-11 11:14:00.000000,"Jack Dorsey a mis le premier tweet de l’histoire aux enchères pour soutenir l’Afrique
C’est en substance ce qu’on peut lire sur le tweet de Jack Dorsey, le patron de Twitter. Il a mis aux enchères le toutPlus premier tweet jamais effectué sur la plateforme de microblogging. Les fonds récoltés seront donnés à l’organisation caritative Give Directly.
Celle-ci donne la possibilité aux individus d’envoyer de l’argent aux personnes vivant dans la pauvreté et d’aider à soulager les populations du Kenya, Rwanda, Liberia, Malawi, Togo et de RDC face aux effets du Covid-19. L’opération connait un certain succès. En effet, au 9 mars, l’offre principale était de 2 500 000 dollars et provenait de Sina Estavi, PDG d’une société de cryptomonnaie. #twitter #cryptomonnaie #jack #bitcoins #fintech",0,1,Payexpresse.com,9,2,0,0
213,2021-03-10 15:20:00.000000,"Orange Bank est en difficulté et cherche à se faire racheter
La banque d’Orange n’assume plus les 643 millions de pertes engendrées depuis le début de son activité en 2017. Celle qui se dit être une néo-banque,Plus différente d’un Revolut ou d’un N26 par l’accès aux boutiques de l’opérateur en cas de besoin, n’a pas réussi à remonter la pente. Rien que 195 millions d’euros ont été perdus l’année dernière.

Chez les sources interrogées par le Canard Enchaîné, l’heure est aux aveux contrôlés. « Nous avons entamé une réflexion pour trouver un nouveau partenaire et continuer ainsi à développer Orange Bank. […] Nous n’en sommes pas au stade de la répartition du capital d’Orange Bank et sommes très fiers du chemin parcouru en un peu plus de trois ans ».

source : site web presse-citron",0,2,Payexpresse.com,11,0,0,0
214,2021-03-10 13:15:00.000000,"Cette adolescente de 15 ans a rendu le Nigéria et le continent fiers en battant des étudiants brillants d'Israël, des Et…Cette adolescente de 15 ans a rendu le Nigéria et le continent fiers en battant desPlus étudiants brillants d’Israël, des États-Unis, de la Chine, de l’Angleterre et ailleurs dans un concours de math pour devenir la meilleure étudiante en mathématiques du monde. Odunsi est en SS3 à The Ambassadors, Ogun State.
cela montre que encore une fois que l'Afrique regorge beaucoup e talents dans tout les domaines. cette jeune fille nous montre encore une fois qu'il est temps d'investir dans l'éducation qui permettra a nos enfants de faire le génie qui est en eux.
félicitation et bonne continuation.",1,0,Payexpresse.com,13,4,0,0
215,2021-03-08 16:27:00.000000,Bonne journée de la #femme,0,0,Payexpresse.com,8,3,1,0
216,2021-03-02 16:15:00.000000,"Gloria Kimbwala, cette congolaise qui se distingue dans la Silicon Valley ( USA )

Gloria Matondo Kwa Nzambi Kimbwala utilise avec passion la technologie pour autonomiser les gens sur le plan économique etPlus amplifier les voix des personnes marginalisées. Elle crée également des écosystèmes fondés sur l’inclusivité et la diversité.

Gloria Kimbwala a été classée par #Fintech Ranking comme l’une des dix meilleures «femmes leaders dans la fintech» et le site hackernoon l’a également classée parmi les 200 femmes noires dans la technologie à suivre sur #Twitter en 2021.",0,1,Payexpresse.com,9,2,1,0
217,2021-03-01 11:26:00.000000,Payexpresse vous souhaite un bon début de semaine à tous,0,0,Payexpresse.com,12,1,0,0
218,2021-02-26 13:30:00.000000,"La fintech camerounaise Diool lève 3,5 millions USD
La start-up fintech camerounaise Diool continue son développement et attire de nouveaux investisseurs dans cette levée de fonds de 3,5 millions USD destinés àPlus financer ses opérations. Le financement porte son investissement global sécurisé à 4,6 millions USD.

Fondée par Serge et Phillipe Boupda, Diool est spécialisée dans l’agrégation de services financiers. La startup, lancée en 2015, a commencé ses activités en tant que projet de recharge mobile offrant aux petits détaillants un moyen de vendre des recharges prépayées à partir d’une seule application à leurs clients.",1,0,Payexpresse.com,10,2,0,0
219,2021-02-25 15:49:00.000000,"Orange Bank revendique 350 000 clients en 5 mois
#OrangeBank #Payexpresse

SIKAFINANCE.COM
Côte d’Ivoire : Orange Bank revendique 350 000 clients en 5 mois",0,1,Payexpresse.com,19,0,1,0
220,2021-02-24 15:03:00.000000,"Google lance la deuxième édition du Google News Initiative Innovation Challenge
L’Afrique, le Moyen-Orient et la Turquie vont accueillir la deuxième édition du Google News Initiative Innovation Challenge. LePlus dépôt des candidatures a été ouvert le 23 février et sera clôturé le 12 avril 2021. L’objectif est de reconnaître les projets nouveaux et innovants qui augmentent l’engagement des lecteurs et explorent de nouveaux modèles commerciaux dans l’espace médiatique.
Les candidats sélectionnés recevront un financement pouvant atteindre 150 000 $, voire 70 % du coût total de leur projet. Google invite les éditeurs établis, les acteurs uniquement en ligne, les startups de l’actualité, les consortiums d’éditeurs et les associations industrielles locales à postuler pour le challenge. #finance #startup #googleNews #google #afrique #turquie #",0,1,Payexpresse.com,11,1,0,0
221,2021-02-24 10:05:00.000000,"Stripe Vaut-Il Vraiment 115 Milliards De Dollars?
Eh bien, c'est ce que montrent les transactions sur un marché secondaire. Même si les métiers secondaires peuvent valoriser les entreprises différemment desPlus investissements primaires directs, la valorisation de Stripe aurait plus que triplé depuis son dernier cycle de financement en avril 2020.

Les principaux clients de Stripe - y compris Amazon, qui a été révélé en 2017 , ainsi que des entreprises à croissance rapide comme Zoom et Shopify - ont consolidé sa position dans l'industrie. Les autres clients incluent Slack, Wayfair, Maersk, Atlassian, Deliveroo et Grab.
Si Stripe est évalué à plus de 100 milliards de dollars, il s'agirait de la deuxième valeur la plus élevée au monde d'une société privée soutenue par du capital-risque après seulement ByteDance, selon CB Insights. Même à sa dernière évaluation officielle de 36 milliards $, c'est le démarrage de FinTech le plus apprécié, avant Nubank du Brésil, de l' Inde Paytm, du Royaume - Uni Checkout , Chime et Robin des Bois.",0,0,Payexpresse.com,9,0,0,0
